sender_id,receiver_id,corrected,value
39,205,0,0.0
34,58,1,2.0
30,58,1,3.0
247,388,1,3.0
247,16,1,3.0
192,31,1,3.0
132,75,1,2.0
129,58,1,2.0
247,407,1,3.0
135,130,1,4.0
165,31,1,3.0
113,14,0,4.0
113,34,0,4.0
97,58,1,3.0
132,342,1,3.0
34,269,1,1.0
247,58,1,3.0
101,3,1,3.0
52,12,1,2.0
154,133,1,3.0
117,34,1,4.0
101,170,1,3.0
60,70,1,3.0
123,207,1,4.0
34,266,1,0.0
47,294,1,2.0
132,165,0,3.0
51,53,0,4.0
165,233,1,2.0
34,51,1,2.0
19,158,0,4.0
132,165,0,3.0
60,103,0,4.0
101,30,1,3.0
101,98,0,4.0
57,424,1,2.0
101,195,1,2.0
34,205,0,0.0
192,247,0,4.0
123,34,0,4.0
52,96,1,3.0
53,11,0,4.0
3,381,1,3.0
34,174,1,3.0
165,178,1,1.0
57,44,1,2.0
123,287,1,3.0
97,30,0,4.0
247,312,1,3.0
57,31,1,3.0
170,140,1,2.0
5,308,1,3.0
165,192,1,1.0
107,162,0,3.0
154,134,1,2.0
165,187,1,1.0
34,329,1,1.0
32,78,1,2.0
247,351,1,2.0
5,330,1,3.0
247,378,0,3.0
34,19,1,2.0
14,66,1,1.0
165,192,1,2.0
101,8,1,3.0
92,99,1,3.0
97,148,1,3.0
101,8,1,3.0
132,58,0,3.0
99,159,1,4.0
132,247,0,3.0
271,186,1,3.0
39,399,0,0.0
172,165,0,4.0
185,165,0,4.0
101,98,0,4.0
129,134,1,2.0
47,58,1,4.0
247,360,1,3.0
132,58,1,2.0
97,284,1,3.0
34,59,1,2.0
192,30,0,3.0
34,120,1,1.0
97,34,1,3.0
113,34,0,4.0
170,58,0,3.0
132,58,1,3.0
113,39,0,4.0
155,25,1,4.0
154,133,1,2.0
19,36,0,3.0
132,38,1,2.0
49,14,1,4.0
192,170,1,3.0
125,53,1,2.0
123,165,0,4.0
30,140,0,4.0
101,195,1,3.0
134,165,1,2.0
96,296,1,2.0
132,218,1,2.0
132,376,0,3.0
61,64,1,3.0
121,165,0,4.0
132,58,0,3.0
247,12,1,2.0
57,429,1,3.0
60,63,0,4.0
111,23,1,3.0
185,192,0,4.0
34,113,1,2.0
101,8,1,3.0
165,30,1,4.0
170,154,0,3.0
128,165,1,4.0
132,58,1,3.0
34,14,1,3.0
101,120,1,3.0
101,109,1,2.0
154,165,0,4.0
97,267,1,2.0
159,165,0,4.0
165,58,1,1.0
34,219,1,0.0
123,3,1,3.0
57,31,0,4.0
60,10,0,4.0
165,236,1,2.0
34,347,1,0.0
247,184,1,2.0
62,74,1,2.0
34,354,1,1.0
237,47,0,4.0
165,144,1,1.0
132,165,1,3.0
123,127,0,4.0
57,58,1,2.0
101,185,1,2.0
19,106,1,3.0
101,59,1,2.0
107,118,1,3.0
154,165,0,3.0
109,19,1,4.0
34,25,1,3.0
118,175,0,4.0
39,126,1,1.0
63,165,1,2.0
165,30,1,1.0
165,58,1,2.0
132,296,0,3.0
34,236,0,0.0
34,291,1,1.0
155,130,1,3.0
247,58,1,3.0
134,133,1,3.0
271,267,1,2.0
57,351,1,3.0
101,19,1,2.0
14,135,1,2.0
34,19,1,2.0
57,355,1,2.0
62,34,1,2.0
125,98,1,3.0
165,162,1,3.0
154,30,1,2.0
60,93,0,4.0
166,165,1,4.0
97,267,1,2.0
263,427,1,4.0
60,61,0,4.0
165,153,1,2.0
34,421,1,1.0
158,165,0,4.0
30,90,1,3.0
187,165,1,3.0
34,169,1,1.0
62,58,1,3.0
34,139,1,3.0
247,12,1,3.0
185,166,1,3.0
101,133,1,3.0
120,30,1,2.0
247,184,1,3.0
154,58,0,3.0
121,296,1,2.0
34,269,0,0.0
5,387,1,3.0
101,107,1,3.0
97,266,1,4.0
30,211,1,3.0
121,250,1,2.0
133,164,1,1.0
165,34,0,1.0
34,140,1,2.0
34,111,1,4.0
34,47,0,4.0
109,113,1,3.0
247,416,1,2.0
121,58,1,2.0
14,47,0,4.0
53,77,0,4.0
192,279,0,3.0
34,266,1,1.0
158,165,0,4.0
34,180,1,1.0
247,268,0,3.0
247,329,1,4.0
280,58,0,4.0
14,57,1,3.0
62,53,1,2.0
44,180,0,3.0
166,354,1,2.0
165,154,0,0.0
39,130,0,0.0
57,44,1,2.0
97,183,1,3.0
97,247,1,3.0
237,165,0,4.0
123,30,0,4.0
165,180,1,2.0
247,207,0,3.0
97,58,1,3.0
180,165,1,4.0
180,218,1,2.0
226,310,1,3.0
247,19,1,2.0
192,34,1,4.0
132,165,0,3.0
33,84,0,2.0
14,42,1,1.0
57,107,1,2.0
247,58,0,3.0
247,58,1,2.0
30,58,1,2.0
123,58,1,1.0
165,154,1,2.0
165,195,0,2.0
66,206,0,0.0
57,427,1,3.0
192,269,1,2.0
101,200,1,2.0
154,25,0,3.0
34,16,1,3.0
69,67,0,4.0
34,165,1,3.0
170,301,1,2.0
80,57,1,3.0
132,165,0,3.0
14,267,1,3.0
138,165,1,3.0
154,195,0,3.0
34,318,1,1.0
34,359,1,3.0
123,58,0,4.0
154,8,1,2.0
101,51,1,3.0
34,269,0,0.0
132,164,0,2.0
267,58,1,3.0
34,130,0,0.0
159,165,0,4.0
165,209,1,1.0
120,34,1,4.0
34,185,1,2.0
165,195,1,2.0
154,180,1,2.0
34,57,1,2.0
62,83,1,3.0
57,60,1,3.0
166,388,1,3.0
134,99,1,3.0
101,30,1,2.0
101,58,1,2.0
132,133,1,2.0
34,144,1,2.0
34,16,1,2.0
132,420,0,4.0
34,260,0,0.0
97,34,0,4.0
247,157,0,2.0
128,133,1,4.0
123,30,1,3.0
247,291,1,2.0
34,320,1,2.0
187,165,1,3.0
247,402,1,3.0
258,165,0,4.0
247,147,0,3.0
101,30,1,3.0
165,129,1,1.0
247,355,1,3.0
101,34,0,4.0
34,233,1,1.0
192,30,0,4.0
154,30,0,3.0
19,273,1,3.0
170,247,1,2.0
238,247,1,2.0
14,133,1,3.0
166,8,1,3.0
192,34,0,4.0
45,19,0,2.0
170,154,1,3.0
51,171,1,3.0
101,31,1,3.0
132,16,1,3.0
52,8,1,3.0
134,123,1,3.0
247,353,1,3.0
132,402,0,4.0
247,367,1,2.0
34,31,1,3.0
101,58,1,3.0
165,210,0,4.0
101,107,1,4.0
128,30,1,3.0
165,31,1,3.0
238,427,0,2.0
159,165,0,4.0
132,165,1,3.0
415,421,0,2.0
165,162,0,2.0
165,154,0,2.0
109,8,1,4.0
132,324,0,2.0
34,287,1,2.0
52,165,0,4.0
101,34,1,1.0
34,129,1,2.0
5,58,1,3.0
57,28,1,3.0
101,184,1,2.0
34,267,1,1.0
132,326,1,2.0
192,162,0,4.0
107,165,0,4.0
170,185,0,4.0
247,12,1,3.0
247,331,1,3.0
133,130,1,1.0
185,175,1,4.0
166,360,1,4.0
165,192,1,2.0
57,165,1,3.0
34,164,1,2.0
97,333,1,4.0
134,164,1,2.0
247,3,0,3.0
247,312,1,3.0
195,30,1,2.0
34,14,1,2.0
34,236,0,0.0
132,397,0,3.0
113,34,1,2.0
44,5,0,4.0
170,253,1,2.0
34,236,0,0.0
57,165,1,3.0
97,384,1,3.0
113,34,0,4.0
247,58,1,3.0
165,185,1,3.0
247,246,1,1.0
57,15,1,3.0
180,247,1,3.0
84,51,0,4.0
109,98,1,3.0
267,136,1,3.0
132,313,0,4.0
19,267,1,3.0
34,58,1,3.0
132,58,1,2.0
30,58,1,3.0
101,58,1,2.0
34,326,1,3.0
101,99,1,2.0
165,166,1,1.0
66,165,1,1.0
101,30,1,2.0
62,57,1,3.0
138,165,1,3.0
101,25,0,3.0
34,96,1,1.0
57,113,1,3.0
165,58,1,4.0
123,165,1,3.0
128,30,1,3.0
166,392,1,3.0
172,129,0,3.0
34,327,1,2.0
109,44,0,4.0
133,165,1,2.0
123,192,1,3.0
34,31,1,2.0
247,347,1,0.0
134,133,0,4.0
185,180,1,3.0
109,8,1,3.0
247,3,0,2.0
60,61,0,4.0
34,364,0,0.0
247,96,1,2.0
154,165,0,4.0
124,34,1,3.0
164,134,0,3.0
34,315,1,4.0
159,30,0,4.0
34,321,1,1.0
129,207,1,1.0
165,170,1,4.0
62,31,1,2.0
34,308,1,2.0
166,165,1,3.0
170,428,1,2.0
91,122,0,4.0
140,247,1,2.0
34,373,0,0.0
154,201,0,3.0
57,58,1,2.0
34,373,0,0.0
123,164,1,3.0
34,170,1,2.0
134,165,1,3.0
57,395,1,2.0
132,404,0,3.0
247,166,0,4.0
132,165,1,3.0
34,266,1,1.0
165,134,1,2.0
155,133,0,4.0
210,165,1,4.0
247,321,0,3.0
158,165,0,4.0
132,165,0,4.0
113,34,0,4.0
132,41,0,3.0
154,8,0,3.0
132,165,0,3.0
52,165,0,4.0
34,19,1,2.0
97,9,1,3.0
34,269,1,0.0
34,233,1,1.0
144,33,1,2.0
247,291,1,2.0
247,165,0,2.0
34,0,1,2.0
165,58,1,2.0
14,11,1,2.0
176,165,0,3.0
32,113,1,3.0
34,364,0,0.0
123,269,1,2.0
52,53,1,3.0
247,162,1,3.0
60,12,0,4.0
97,58,1,3.0
97,360,1,4.0
165,170,1,4.0
165,247,1,2.0
34,264,1,0.0
247,344,1,3.0
132,165,1,3.0
34,394,1,3.0
60,53,0,4.0
51,160,1,3.0
247,58,0,3.0
247,351,1,3.0
34,129,1,2.0
34,27,1,1.0
5,58,1,4.0
165,219,1,1.0
117,114,1,2.0
34,58,1,2.0
132,165,0,3.0
107,58,1,3.0
132,19,0,3.0
154,165,0,3.0
101,120,1,1.0
97,31,1,4.0
158,165,0,4.0
62,78,1,2.0
165,195,1,2.0
170,31,1,3.0
14,53,1,3.0
433,165,1,3.0
101,30,1,3.0
47,324,1,3.0
154,165,0,3.0
63,61,1,3.0
247,410,1,2.0
34,236,0,0.0
132,8,0,3.0
267,378,1,2.0
247,8,0,3.0
4,23,0,4.0
159,165,1,1.0
165,19,1,2.0
247,409,1,3.0
114,98,1,2.0
57,8,1,2.0
57,34,1,3.0
267,378,1,3.0
34,51,0,3.0
237,58,1,4.0
101,34,1,2.0
59,146,0,3.0
97,58,1,3.0
134,133,1,2.0
14,63,0,3.0
101,34,0,4.0
267,12,1,1.0
3,22,1,3.0
101,58,1,3.0
166,165,1,3.0
96,166,1,3.0
165,8,1,2.0
101,107,1,3.0
96,44,1,3.0
39,109,1,3.0
129,12,1,3.0
140,247,1,3.0
132,165,0,3.0
109,34,0,4.0
62,31,1,3.0
97,9,1,4.0
132,165,0,3.0
192,30,0,4.0
101,58,1,2.0
154,169,0,4.0
123,165,0,4.0
34,373,0,0.0
165,288,1,1.0
140,264,1,2.0
123,3,0,4.0
47,61,1,3.0
247,3,1,3.0
132,58,1,2.0
187,165,0,4.0
3,11,1,3.0
44,113,0,4.0
166,121,1,2.0
109,38,1,3.0
5,9,0,4.0
224,223,1,2.0
62,93,1,2.0
14,138,1,3.0
101,34,1,3.0
113,39,0,4.0
19,118,0,4.0
132,184,0,2.0
140,169,1,2.0
132,165,1,3.0
52,165,0,4.0
101,34,1,2.0
109,114,1,3.0
34,58,1,2.0
247,184,1,2.0
120,109,1,3.0
34,23,1,3.0
101,195,1,3.0
55,98,1,2.0
113,39,0,4.0
101,58,1,3.0
165,196,1,2.0
170,34,1,2.0
170,232,0,3.0
73,313,1,3.0
107,117,1,3.0
57,19,1,3.0
101,12,1,3.0
247,16,1,2.0
134,133,1,2.0
101,158,1,3.0
36,23,0,3.0
34,25,1,3.0
134,130,1,1.0
101,121,1,2.0
113,14,0,4.0
224,30,1,3.0
192,34,0,4.0
247,350,0,4.0
51,187,1,3.0
165,31,1,2.0
33,42,0,2.0
165,237,1,3.0
34,58,1,1.0
154,165,0,3.0
165,195,1,1.0
34,269,1,0.0
101,185,1,2.0
34,60,1,2.0
62,19,1,2.0
57,58,1,3.0
34,364,0,0.0
34,58,1,2.0
170,140,1,3.0
165,264,1,2.0
117,58,1,2.0
154,210,0,3.0
101,93,1,2.0
185,165,1,4.0
14,180,1,3.0
192,140,0,4.0
60,109,0,4.0
175,180,0,4.0
101,154,0,4.0
97,165,0,4.0
154,195,0,3.0
107,165,0,3.0
295,58,1,1.0
247,12,0,3.0
113,34,0,4.0
101,58,1,2.0
78,53,1,3.0
101,93,1,3.0
60,55,0,4.0
247,58,0,3.0
121,154,0,3.0
158,30,1,3.0
60,53,0,4.0
34,284,0,1.0
34,333,1,3.0
70,55,0,4.0
34,25,0,3.0
97,165,0,4.0
132,402,0,3.0
47,133,1,2.0
132,325,0,3.0
294,165,1,4.0
158,165,0,4.0
271,267,1,2.0
34,296,1,1.0
103,98,1,3.0
14,23,0,4.0
132,267,0,2.0
140,268,0,3.0
34,63,1,2.0
55,60,1,3.0
113,39,0,4.0
34,199,1,0.0
185,58,1,4.0
165,208,1,2.0
63,58,1,2.0
132,165,0,3.0
226,269,1,2.0
34,246,1,0.0
166,312,0,4.0
111,53,1,2.0
165,134,0,2.0
5,339,1,3.0
5,58,0,4.0
111,133,1,3.0
101,165,1,3.0
132,207,0,2.0
247,165,1,2.0
168,134,0,1.0
192,19,0,2.0
55,66,1,2.0
46,23,0,4.0
247,363,1,3.0
132,165,0,3.0
34,184,1,2.0
52,217,1,3.0
165,192,1,2.0
247,277,0,2.0
84,51,0,4.0
192,231,0,3.0
191,165,1,2.0
165,30,1,2.0
34,58,1,2.0
34,166,1,2.0
247,326,0,3.0
101,133,1,3.0
180,218,1,3.0
165,158,1,1.0
57,391,1,1.0
175,247,1,3.0
165,39,1,2.0
132,185,0,3.0
133,169,1,1.0
132,133,0,2.0
109,44,1,3.0
247,233,0,2.0
57,53,1,3.0
99,155,1,3.0
132,165,0,3.0
247,3,1,2.0
166,165,1,3.0
52,96,0,3.0
165,201,1,2.0
165,58,1,2.0
247,8,0,3.0
57,58,1,2.0
165,111,1,1.0
45,51,0,2.0
34,302,1,1.0
180,149,1,2.0
165,159,1,3.0
180,58,1,3.0
165,207,1,2.0
34,321,1,2.0
165,19,1,3.0
52,30,0,2.0
158,165,0,4.0
62,63,1,3.0
97,165,1,4.0
166,44,1,2.0
45,269,0,1.0
113,34,0,4.0
165,39,1,2.0
158,34,1,3.0
132,308,0,3.0
247,284,0,3.0
165,195,1,2.0
109,31,0,4.0
101,34,1,3.0
92,27,1,2.0
165,44,1,2.0
32,47,1,3.0
165,207,1,3.0
247,347,0,1.0
62,53,1,2.0
165,134,0,4.0
247,291,1,2.0
99,182,1,4.0
92,101,0,4.0
107,109,1,3.0
172,134,1,3.0
101,107,1,2.0
170,165,0,4.0
51,84,1,3.0
51,74,1,3.0
121,168,1,0.0
113,269,1,0.0
175,149,1,3.0
192,34,1,3.0
121,231,1,2.0
247,12,1,2.0
101,14,1,3.0
30,58,0,3.0
192,285,1,3.0
132,282,0,3.0
172,165,1,3.0
97,287,1,3.0
132,165,0,3.0
123,175,0,4.0
34,281,1,1.0
121,296,1,1.0
34,129,1,3.0
97,19,1,4.0
165,58,1,2.0
52,205,1,2.0
57,267,1,3.0
165,162,0,2.0
154,166,0,4.0
144,172,1,4.0
61,149,1,3.0
165,154,0,2.0
111,392,1,2.0
132,165,0,4.0
132,183,1,3.0
247,207,0,4.0
133,165,1,2.0
170,207,1,3.0
61,34,0,4.0
34,84,1,1.0
34,44,1,1.0
57,80,1,3.0
144,25,1,3.0
192,165,1,1.0
132,354,1,2.0
192,8,0,4.0
34,19,1,2.0
14,58,1,3.0
101,160,1,3.0
30,247,1,2.0
165,66,1,1.0
47,34,0,4.0
154,165,0,4.0
154,215,0,3.0
70,58,1,3.0
5,354,1,3.0
34,135,1,1.0
158,154,0,4.0
60,59,0,3.0
62,89,1,2.0
181,165,0,4.0
165,119,1,3.0
158,165,0,4.0
101,30,1,2.0
34,31,1,2.0
170,97,1,2.0
51,14,1,3.0
192,30,1,3.0
34,101,1,3.0
107,113,1,3.0
34,246,1,0.0
182,134,1,3.0
96,44,1,2.0
170,154,1,2.0
165,269,1,2.0
165,161,0,1.0
3,100,1,2.0
34,58,1,2.0
34,269,1,0.0
153,25,0,4.0
4,61,1,2.0
62,84,1,1.0
134,93,1,3.0
30,267,1,3.0
47,129,1,3.0
101,195,1,3.0
34,0,1,3.0
120,51,1,3.0
132,350,0,3.0
154,180,0,3.0
34,128,1,3.0
34,109,1,2.0
247,326,1,3.0
57,58,1,2.0
165,44,1,1.0
267,324,1,3.0
34,39,0,4.0
34,366,1,1.0
96,307,1,2.0
34,346,1,1.0
247,12,1,3.0
132,165,0,4.0
62,84,1,2.0
34,38,1,2.0
154,165,1,2.0
165,133,1,2.0
247,165,0,4.0
134,30,0,4.0
3,144,1,3.0
34,312,1,2.0
101,122,1,3.0
101,185,1,3.0
101,154,1,2.0
132,58,1,3.0
101,31,1,3.0
144,134,1,1.0
52,102,1,3.0
247,325,0,3.0
5,342,1,3.0
192,165,1,3.0
166,165,0,4.0
192,169,1,1.0
97,105,1,3.0
3,258,0,4.0
5,101,0,4.0
52,165,1,3.0
34,91,1,1.0
185,207,0,4.0
165,158,1,2.0
280,284,0,4.0
153,133,0,4.0
140,256,1,2.0
101,166,1,2.0
34,329,1,2.0
5,333,1,4.0
165,132,1,2.0
5,390,1,3.0
271,340,1,3.0
34,165,1,3.0
45,165,1,3.0
34,303,1,2.0
5,19,1,3.0
140,132,1,2.0
83,89,1,3.0
267,58,1,2.0
226,342,1,3.0
97,287,0,4.0
25,99,1,3.0
101,195,1,3.0
57,165,1,2.0
19,58,1,3.0
34,194,1,1.0
165,31,1,1.0
120,58,0,4.0
101,313,1,2.0
226,282,1,2.0
34,264,1,2.0
34,61,1,2.0
159,101,0,4.0
247,16,1,3.0
14,30,1,2.0
165,191,1,1.0
14,114,1,3.0
247,161,1,2.0
174,58,1,0.0
166,129,0,4.0
97,342,1,4.0
132,165,0,2.0
140,208,1,3.0
97,277,1,3.0
34,205,0,0.0
109,92,1,4.0
101,31,1,3.0
170,165,1,2.0
165,58,0,2.0
45,165,0,3.0
97,106,1,4.0
154,30,0,3.0
66,53,1,3.0
3,242,0,3.0
237,165,0,4.0
101,195,1,3.0
165,39,0,3.0
172,217,0,4.0
97,327,1,3.0
187,165,1,3.0
70,3,0,3.0
132,165,0,4.0
101,104,1,3.0
132,310,1,2.0
14,60,1,3.0
5,58,1,3.0
34,335,1,2.0
170,123,0,4.0
57,350,1,3.0
30,180,0,3.0
47,58,0,4.0
170,165,0,4.0
103,113,0,4.0
101,30,1,3.0
34,58,1,2.0
165,144,1,2.0
97,67,0,4.0
60,98,0,4.0
133,140,1,2.0
107,58,1,2.0
97,144,1,4.0
101,107,1,2.0
247,58,0,4.0
140,244,1,2.0
124,44,1,3.0
134,165,0,4.0
247,152,0,3.0
101,3,1,3.0
247,3,1,3.0
247,31,0,2.0
150,134,1,3.0
14,53,1,3.0
120,5,0,4.0
57,354,1,2.0
113,34,0,4.0
170,269,1,0.0
57,16,1,3.0
101,229,1,2.0
132,165,0,3.0
53,70,1,3.0
247,58,1,3.0
132,165,0,2.0
34,58,1,2.0
132,354,1,2.0
34,102,1,3.0
34,61,1,2.0
97,372,1,3.0
138,187,1,3.0
166,129,1,3.0
165,196,1,2.0
3,239,0,4.0
165,51,0,2.0
247,58,1,3.0
247,58,0,3.0
7,206,1,0.0
170,180,1,3.0
132,58,1,3.0
107,237,1,3.0
165,43,1,1.0
60,25,0,4.0
247,58,1,3.0
132,58,1,3.0
159,122,1,3.0
34,134,1,3.0
247,353,1,2.0
247,206,0,3.0
140,58,1,3.0
14,31,1,3.0
247,58,1,3.0
247,16,1,3.0
101,165,1,3.0
247,317,0,3.0
30,129,1,3.0
267,333,1,4.0
34,186,1,1.0
165,30,1,2.0
34,12,1,2.0
34,175,1,3.0
34,169,1,1.0
165,8,0,3.0
172,25,0,4.0
57,34,1,3.0
34,292,1,1.0
165,287,1,1.0
165,287,1,1.0
120,58,0,4.0
123,267,0,4.0
191,165,1,3.0
57,340,1,3.0
166,96,1,1.0
165,169,0,4.0
226,58,1,3.0
101,58,1,3.0
165,266,1,2.0
34,96,1,0.0
101,30,1,3.0
132,388,1,2.0
165,30,1,2.0
101,120,1,3.0
123,195,1,3.0
174,31,1,3.0
158,195,0,4.0
101,58,1,3.0
34,342,1,1.0
97,31,1,4.0
34,269,1,0.0
34,58,1,2.0
107,351,0,2.0
111,165,1,2.0
34,125,1,3.0
34,258,1,2.0
123,3,1,3.0
110,98,1,3.0
34,379,1,2.0
34,109,1,2.0
14,111,1,3.0
154,180,1,2.0
238,149,0,4.0
247,58,1,3.0
134,165,0,4.0
5,287,1,1.0
170,134,1,1.0
132,58,1,2.0
97,289,1,3.0
158,130,1,2.0
34,100,1,1.0
111,165,1,3.0
109,113,1,2.0
123,34,0,4.0
62,51,1,2.0
62,58,1,3.0
226,165,0,4.0
140,58,1,2.0
34,252,0,4.0
280,294,0,4.0
25,134,0,4.0
247,312,0,4.0
117,113,1,4.0
181,205,1,2.0
97,134,1,3.0
14,2,1,3.0
247,432,1,3.0
3,12,1,3.0
185,58,1,3.0
158,58,1,1.0
247,58,1,3.0
154,165,0,3.0
114,58,1,4.0
34,55,1,3.0
123,165,1,2.0
108,324,1,3.0
101,47,1,3.0
123,269,1,2.0
45,58,0,1.0
68,59,1,3.0
3,243,1,3.0
25,134,0,3.0
107,120,0,4.0
30,165,1,2.0
118,14,0,4.0
120,107,1,3.0
132,244,1,2.0
226,38,1,3.0
165,195,1,3.0
108,354,1,3.0
3,236,1,3.0
247,427,1,4.0
59,134,0,3.0
129,58,1,3.0
97,312,0,4.0
113,39,0,4.0
34,58,1,1.0
34,301,1,1.0
247,352,0,3.0
60,109,0,4.0
101,134,1,3.0
128,165,1,4.0
34,27,1,1.0
101,30,1,4.0
101,187,1,2.0
219,157,0,1.0
154,187,1,2.0
30,165,1,3.0
101,30,1,3.0
165,269,0,0.0
45,310,0,2.0
34,237,1,3.0
3,231,1,3.0
247,289,1,2.0
280,287,0,4.0
192,282,1,3.0
63,72,1,4.0
433,3,1,3.0
170,207,1,1.0
57,244,1,2.0
132,201,0,3.0
165,19,1,1.0
57,324,1,3.0
134,130,1,2.0
165,195,1,2.0
47,61,1,3.0
60,67,0,4.0
132,287,0,4.0
5,58,1,3.0
57,165,0,4.0
165,12,1,2.0
52,70,0,3.0
14,0,0,4.0
132,58,0,3.0
113,109,0,4.0
158,19,0,4.0
73,291,1,3.0
247,367,1,2.0
158,58,1,2.0
14,133,1,3.0
96,188,1,2.0
34,134,1,2.0
114,107,1,3.0
132,58,1,3.0
84,134,0,4.0
101,116,1,3.0
165,58,1,2.0
63,67,0,4.0
247,366,1,2.0
33,74,0,2.0
134,127,0,4.0
165,164,0,2.0
108,376,1,3.0
101,195,1,3.0
21,67,0,4.0
166,287,1,3.0
132,165,0,3.0
132,58,0,3.0
132,165,0,2.0
57,21,1,2.0
57,107,1,2.0
48,58,1,2.0
134,130,1,2.0
57,262,1,3.0
21,58,1,3.0
120,44,1,3.0
170,134,1,3.0
101,30,1,3.0
170,303,1,1.0
154,138,1,1.0
48,165,1,3.0
34,259,0,0.0
128,165,1,4.0
66,165,1,3.0
132,58,0,2.0
38,53,0,3.0
60,53,0,3.0
170,206,1,3.0
97,393,1,3.0
5,58,1,3.0
121,238,1,2.0
165,58,1,2.0
238,250,0,3.0
185,58,0,4.0
122,25,0,4.0
132,298,0,3.0
271,165,1,3.0
14,46,0,3.0
107,70,1,3.0
34,30,1,3.0
121,58,1,2.0
132,268,1,3.0
101,51,1,3.0
32,19,1,3.0
132,213,0,3.0
61,149,0,4.0
123,30,0,3.0
170,134,0,3.0
132,418,0,3.0
107,5,0,4.0
174,105,1,0.0
165,195,1,3.0
60,67,0,4.0
34,190,1,2.0
62,34,1,1.0
123,58,1,3.0
123,3,0,4.0
52,207,0,4.0
123,37,1,2.0
165,238,1,3.0
39,246,0,0.0
107,284,0,4.0
57,31,1,2.0
5,427,1,4.0
154,165,0,3.0
132,342,1,3.0
420,57,0,3.0
132,287,1,2.0
101,159,1,3.0
34,46,1,2.0
34,266,1,0.0
420,432,0,3.0
132,165,0,3.0
172,134,1,3.0
52,217,1,3.0
158,30,0,4.0
247,129,1,3.0
138,3,0,3.0
62,89,1,2.0
154,165,1,1.0
165,164,1,2.0
166,360,1,4.0
247,269,0,3.0
123,34,0,4.0
164,165,0,4.0
247,354,1,3.0
247,265,1,4.0
57,421,1,1.0
154,165,0,3.0
165,210,1,2.0
62,58,1,3.0
132,19,0,3.0
111,48,1,3.0
165,8,1,2.0
53,0,1,3.0
166,342,1,1.0
132,58,0,4.0
97,165,0,4.0
165,30,1,2.0
97,266,1,2.0
165,31,1,3.0
37,19,1,1.0
107,139,1,3.0
267,287,0,4.0
166,180,1,3.0
132,374,0,4.0
154,134,1,3.0
132,165,0,4.0
34,106,1,2.0
154,170,1,3.0
237,165,1,4.0
132,378,1,2.0
120,128,0,4.0
159,195,0,4.0
133,67,1,3.0
101,162,0,4.0
34,168,1,3.0
73,313,1,4.0
97,333,0,4.0
19,272,1,4.0
170,132,0,2.0
101,44,1,2.0
165,58,1,2.0
34,329,1,1.0
97,58,1,3.0
132,351,1,3.0
247,374,0,4.0
39,326,1,2.0
247,310,0,3.0
62,53,1,2.0
113,34,0,4.0
101,58,1,3.0
165,287,1,3.0
247,402,1,2.0
34,58,1,1.0
34,121,1,2.0
0,39,0,4.0
44,32,0,4.0
21,320,1,3.0
101,109,1,2.0
101,58,1,2.0
101,193,0,4.0
247,58,1,3.0
165,66,0,1.0
192,58,1,3.0
247,58,1,2.0
170,209,1,2.0
134,123,1,3.0
34,98,1,2.0
247,410,1,3.0
133,315,1,2.0
123,165,0,4.0
15,37,0,2.0
247,352,1,3.0
132,58,0,4.0
34,205,1,0.0
97,374,0,4.0
247,287,0,3.0
113,34,1,4.0
165,44,1,2.0
165,8,1,3.0
62,96,1,1.0
107,120,0,4.0
34,233,1,1.0
154,184,1,3.0
57,107,1,3.0
101,229,1,3.0
247,58,1,2.0
247,357,1,1.0
154,158,1,3.0
132,31,0,3.0
34,310,1,1.0
165,195,0,2.0
34,194,1,0.0
34,264,1,1.0
192,293,1,3.0
14,25,1,4.0
19,34,0,4.0
14,98,1,3.0
132,58,1,3.0
114,308,1,4.0
97,134,1,3.0
34,342,1,1.0
166,162,1,4.0
247,342,1,3.0
101,25,1,3.0
132,58,1,2.0
247,19,1,2.0
57,51,1,2.0
57,183,1,3.0
165,44,1,2.0
61,74,1,4.0
185,229,0,4.0
207,206,0,4.0
0,36,0,4.0
34,107,1,3.0
101,18,1,3.0
101,58,1,3.0
132,165,0,3.0
154,206,1,0.0
14,165,1,3.0
34,170,0,4.0
101,34,1,1.0
52,165,0,4.0
48,22,0,4.0
132,305,0,3.0
34,96,1,1.0
62,78,1,2.0
34,342,1,1.0
247,388,1,3.0
140,58,0,3.0
247,20,1,3.0
159,30,1,3.0
101,58,1,3.0
138,153,1,3.0
433,12,1,3.0
52,180,1,2.0
132,351,1,3.0
132,421,1,2.0
132,365,0,3.0
45,186,0,3.0
34,407,1,1.0
267,287,1,3.0
34,347,1,2.0
101,34,1,3.0
247,296,0,3.0
133,134,1,2.0
97,58,1,4.0
165,31,0,4.0
132,376,0,3.0
247,360,1,2.0
247,58,0,3.0
0,140,0,4.0
34,16,1,3.0
165,8,1,2.0
37,44,1,2.0
101,58,0,2.0
165,195,1,2.0
185,47,0,4.0
124,133,1,3.0
5,32,0,4.0
5,435,1,3.0
97,158,1,2.0
165,170,1,2.0
34,165,1,2.0
280,353,0,4.0
268,58,0,3.0
52,165,0,4.0
132,411,0,4.0
247,19,1,3.0
101,0,1,3.0
101,34,1,3.0
166,58,1,2.0
165,195,1,2.0
84,70,0,4.0
247,326,0,3.0
132,19,0,3.0
101,58,1,3.0
101,125,1,3.0
