sender_id,receiver_id,value,corrected
34,31,0.0,1
34,31,0.0,1
34,31,0.0,1
109,31,2.0,0
57,31,1.0,1
109,31,2.0,1
101,31,1.0,1
101,31,1.0,1
101,31,1.0,1
101,31,2.0,0
122,31,1.0,1
101,31,1.0,1
165,31,0.0,0
123,31,1.0,1
165,31,0.0,1
166,31,1.0,1
165,31,1.0,1
165,31,1.0,1
30,31,0.0,1
165,31,1.0,1
192,31,2.0,0
192,31,1.0,1
165,31,1.0,1
140,31,1.0,1
192,31,0.0,1
192,31,1.0,1
247,31,0.0,1
247,31,1.0,0
140,31,1.0,0
101,31,1.0,1
247,31,0.0,0
170,31,0.0,1
34,31,1.0,1
101,31,1.0,1
97,31,2.0,0
165,31,2.0,0
165,31,0.0,1
170,31,1.0,1
165,31,2.0,1
192,31,1.0,1
192,31,1.0,1
165,31,-1.0,1
165,31,0.0,0
165,31,0.0,1
132,31,1.0,0
101,31,1.0,1
174,31,1.0,1
57,31,0.0,1
57,31,1.0,1
97,31,2.0,0
247,31,1.0,0
14,31,1.0,1
97,31,2.0,0
57,31,1.0,1
57,31,0.0,1
97,31,2.0,1
34,31,1.0,1
97,31,1.0,1
57,31,1.0,1
97,31,2.0,1
57,31,1.0,1
132,31,1.0,0
57,31,1.0,1
107,31,2.0,0
47,31,2.0,0
57,31,1.0,1
34,31,1.0,1
97,31,1.0,1
170,31,1.0,1
97,31,0.0,1
97,31,1.0,1
57,31,0.0,1
97,31,2.0,1
57,31,1.0,1
170,31,0.0,1
57,31,0.0,1
57,31,1.0,1
433,31,1.0,1
118,32,1.0,1
107,32,1.0,1
19,32,2.0,0
92,32,2.0,0
14,32,2.0,1
44,32,2.0,0
59,32,1.0,0
5,32,2.0,0
5,32,2.0,0
123,32,1.0,1
99,33,2.0,1
144,33,0.0,1
60,33,1.0,0
144,34,1.0,1
61,34,2.0,0
62,34,-1.0,1
62,34,0.0,1
57,34,1.0,1
62,34,2.0,1
62,34,0.0,1
62,34,0.0,1
57,34,2.0,0
96,34,1.0,1
57,34,2.0,0
109,34,2.0,0
57,34,1.0,1
109,34,1.0,1
109,34,2.0,0
57,34,2.0,0
109,34,1.0,1
109,34,1.0,1
109,34,1.0,1
113,34,2.0,0
101,34,1.0,1
101,34,1.0,1
57,34,2.0,0
101,34,2.0,0
101,34,1.0,0
113,34,2.0,0
109,34,2.0,0
57,34,1.0,1
113,34,2.0,0
101,34,1.0,1
113,34,2.0,1
113,34,1.0,1
101,34,1.0,1
117,34,2.0,1
113,34,2.0,0
113,34,2.0,0
113,34,2.0,0
113,34,2.0,0
113,34,2.0,0
113,34,2.0,0
113,34,2.0,0
113,34,1.0,1
113,34,2.0,0
113,34,2.0,0
19,34,2.0,0
19,34,2.0,0
113,34,2.0,0
113,34,2.0,0
113,34,2.0,0
101,34,1.0,1
101,34,1.0,1
101,34,2.0,0
113,34,2.0,0
101,34,1.0,1
101,34,-1.0,1
113,34,2.0,1
113,34,2.0,0
120,34,1.0,1
113,34,2.0,0
101,34,1.0,1
113,34,0.0,1
109,34,1.0,1
101,34,0.0,1
101,34,1.0,1
113,34,2.0,0
101,34,1.0,1
101,34,1.0,1
113,34,2.0,0
101,34,1.0,1
120,34,2.0,0
113,34,2.0,0
113,34,2.0,0
113,34,2.0,0
120,34,1.0,1
101,34,1.0,1
113,34,2.0,0
5,34,2.0,0
32,34,2.0,1
101,34,2.0,1
57,34,0.0,0
57,34,0.0,0
57,34,2.0,0
101,34,1.0,1
113,34,2.0,1
101,34,2.0,0
101,34,2.0,0
120,34,2.0,1
101,34,1.0,1
101,34,0.0,1
101,34,-1.0,1
101,34,1.0,1
101,34,1.0,1
101,34,2.0,0
124,34,2.0,0
120,34,2.0,0
101,34,1.0,1
124,34,1.0,1
114,34,2.0,0
101,34,1.0,1
52,34,2.0,0
101,34,1.0,1
52,34,2.0,0
123,34,2.0,0
165,34,-1.0,0
192,34,2.0,0
154,34,1.0,0
158,34,1.0,1
154,34,1.0,0
123,34,2.0,0
170,34,0.0,1
123,34,2.0,0
158,34,1.0,1
101,34,1.0,1
66,34,1.0,1
123,34,2.0,0
97,34,1.0,1
165,34,0.0,0
123,34,2.0,0
47,34,2.0,0
123,34,2.0,1
123,34,2.0,0
123,34,1.0,1
97,34,2.0,1
144,34,2.0,1
170,34,2.0,0
170,34,1.0,0
123,34,2.0,0
192,34,2.0,0
123,34,2.0,0
123,34,2.0,0
97,34,2.0,1
123,34,2.0,1
165,34,0.0,1
165,34,0.0,1
165,34,1.0,1
165,34,0.0,1
97,34,2.0,0
97,34,2.0,0
192,34,2.0,0
192,34,2.0,0
192,34,1.0,1
237,34,2.0,0
113,34,0.0,1
192,34,2.0,1
123,34,2.0,1
192,34,2.0,0
158,34,2.0,0
294,34,1.0,1
294,34,1.0,1
97,34,1.0,1
97,34,2.0,1
97,34,1.0,1
96,34,1.0,1
96,34,1.0,1
57,34,1.0,1
174,34,-1.0,1
57,34,2.0,0
97,34,2.0,0
174,34,1.0,1
174,34,1.0,1
97,34,2.0,0
170,34,2.0,0
57,34,1.0,1
62,35,1.0,1
62,35,0.0,1
19,36,0.0,0
19,36,1.0,0
0,36,2.0,0
34,36,1.0,0
47,36,2.0,0
23,36,1.0,1
15,37,0.0,0
14,37,0.0,0
60,37,2.0,0
165,37,0.0,1
123,37,0.0,1
4,38,-1.0,1
109,38,1.0,1
109,38,2.0,1
132,38,0.0,1
159,38,1.0,1
34,38,-1.0,1
226,38,1.0,1
34,38,0.0,1
0,39,1.0,0
19,39,1.0,0
19,39,1.0,0
0,39,2.0,0
34,39,2.0,0
34,39,2.0,0
34,39,2.0,0
34,39,2.0,0
34,39,1.0,0
113,39,2.0,0
109,39,2.0,0
113,39,2.0,0
57,39,1.0,1
57,39,2.0,0
113,39,2.0,0
113,39,2.0,0
113,39,2.0,0
113,39,2.0,0
107,39,2.0,0
113,39,2.0,0
113,39,2.0,0
113,39,2.0,0
113,39,2.0,0
113,39,2.0,0
107,39,2.0,0
154,39,1.0,0
101,39,2.0,0
165,39,0.0,1
165,39,0.0,1
165,39,0.0,1
165,39,1.0,0
192,39,1.0,1
237,39,2.0,0
1,40,1.0,0
132,41,0.0,0
165,41,1.0,1
132,41,1.0,0
34,41,1.0,1
37,42,2.0,0
14,42,0.0,1
14,42,-1.0,1
33,42,0.0,0
62,43,0.0,1
165,43,-1.0,1
97,43,1.0,1
165,43,-1.0,1
109,44,2.0,0
109,44,1.0,1
114,44,0.0,1
109,44,1.0,1
101,44,1.0,1
109,44,1.0,1
120,44,1.0,1
109,44,1.0,1
109,44,2.0,1
101,44,0.0,1
123,44,1.0,1
34,44,0.0,1
5,44,2.0,1
34,44,0.0,1
120,44,2.0,1
101,44,0.0,1
124,44,1.0,1
101,44,0.0,1
101,44,1.0,1
101,44,0.0,1
124,44,1.0,1
101,44,0.0,1
101,44,-1.0,1
123,44,0.0,1
37,44,0.0,1
101,44,0.0,1
144,44,0.0,1
101,44,0.0,1
170,44,-2.0,1
166,44,0.0,1
165,44,0.0,1
101,44,0.0,1
101,44,0.0,1
165,44,-1.0,1
101,44,-1.0,1
30,44,0.0,1
120,44,2.0,0
120,44,1.0,1
30,44,0.0,1
34,44,-1.0,1
165,44,0.0,1
165,44,0.0,1
101,44,0.0,1
192,44,-1.0,1
34,44,-1.0,1
165,44,0.0,1
165,44,-1.0,1
165,44,0.0,1
14,44,1.0,1
237,44,1.0,1
165,44,0.0,1
165,44,0.0,1
101,44,0.0,1
34,44,1.0,1
96,44,1.0,1
57,44,0.0,1
96,44,0.0,1
57,44,0.0,1
174,44,-1.0,1
34,44,-1.0,1
57,44,0.0,1
14,46,1.0,0
34,46,0.0,1
34,46,0.0,1
47,46,1.0,1
101,46,1.0,1
34,47,2.0,0
25,47,2.0,0
14,47,2.0,0
14,47,2.0,0
23,47,2.0,0
113,47,2.0,0
14,47,2.0,0
32,47,1.0,1
101,47,1.0,1
185,47,2.0,0
158,47,1.0,1
185,47,2.0,0
123,47,1.0,1
144,47,2.0,1
237,47,2.0,0
144,47,2.0,0
111,48,1.0,1
111,48,1.0,1
14,49,0.0,1
19,50,1.0,0
55,50,0.0,1
133,50,0.0,1
60,50,2.0,0
0,50,1.0,0
34,51,0.0,0
34,51,1.0,0
34,51,0.0,1
79,51,2.0,0
84,51,2.0,0
84,51,2.0,0
57,51,0.0,1
84,51,2.0,0
62,51,0.0,1
62,51,1.0,1
120,51,1.0,1
101,51,1.0,1
109,51,2.0,0
144,51,0.0,1
159,51,0.0,1
144,51,1.0,1
101,51,1.0,1
165,51,1.0,0
101,51,0.0,1
165,51,0.0,0
165,51,0.0,1
132,51,-1.0,1
45,51,0.0,0
132,51,1.0,0
226,51,2.0,0
226,51,2.0,0
57,51,0.0,1
97,51,2.0,1
57,51,0.0,1
14,53,1.0,1
51,53,2.0,0
14,53,1.0,1
57,53,1.0,1
57,53,1.0,1
57,53,0.0,1
57,53,2.0,0
57,53,1.0,1
61,53,1.0,1
50,53,2.0,0
47,53,1.0,1
60,53,1.0,0
60,53,2.0,0
60,53,0.0,1
63,53,1.0,1
34,53,0.0,1
111,53,1.0,1
111,53,1.0,1
133,53,2.0,0
52,53,1.0,1
61,53,1.0,1
51,53,0.0,1
133,53,0.0,1
60,53,2.0,0
60,53,2.0,0
111,53,0.0,1
111,53,0.0,1
60,53,2.0,0
60,53,2.0,0
51,53,1.0,1
51,53,-1.0,1
51,53,1.0,1
38,53,1.0,0
60,53,2.0,0
52,53,1.0,1
66,53,1.0,1
66,53,1.0,1
34,53,0.0,1
51,53,1.0,1
62,53,0.0,1
62,53,0.0,1
78,53,1.0,1
62,53,0.0,1
51,53,1.0,1
14,53,0.0,1
107,53,0.0,1
91,53,2.0,0
92,53,-1.0,1
3,53,1.0,1
91,53,2.0,0
125,53,0.0,1
111,53,1.0,1
125,53,0.0,1
3,53,0.0,1
59,53,1.0,0
3,53,2.0,0
125,53,1.0,1
5,54,1.0,1
267,54,2.0,0
60,55,2.0,0
34,55,1.0,1
60,55,2.0,0
10,55,1.0,1
60,55,2.0,0
60,55,2.0,0
60,55,2.0,0
70,55,2.0,0
14,55,0.0,1
60,55,2.0,0
120,55,1.0,1
166,56,2.0,0
14,57,1.0,1
14,57,1.0,1
60,57,0.0,0
125,57,0.0,1
52,57,1.0,1
62,57,1.0,1
80,57,1.0,1
62,57,1.0,1
54,57,0.0,1
62,57,1.0,1
84,57,2.0,0
62,57,1.0,1
34,57,0.0,1
62,57,0.0,1
97,57,1.0,1
420,57,1.0,1
420,57,1.0,0
420,57,1.0,0
55,58,1.0,1
66,58,1.0,1
34,58,0.0,1
62,58,1.0,1
96,58,1.0,1
62,58,0.0,1
70,58,1.0,1
62,58,1.0,1
34,58,0.0,1
62,58,1.0,1
34,58,0.0,1
57,58,0.0,1
34,58,0.0,1
34,58,0.0,1
62,58,0.0,1
101,58,1.0,0
101,58,1.0,1
117,58,0.0,1
109,58,1.0,1
101,58,1.0,1
57,58,0.0,1
57,58,1.0,1
101,58,1.0,1
101,58,1.0,1
101,58,1.0,1
101,58,0.0,1
101,58,0.0,1
101,58,0.0,0
109,58,1.0,1
101,58,1.0,1
57,58,0.0,1
109,58,1.0,1
101,58,1.0,1
101,58,1.0,1
101,58,-1.0,1
101,58,0.0,1
101,58,1.0,1
101,58,1.0,1
101,58,1.0,1
57,58,0.0,1
109,58,1.0,1
34,58,0.0,1
34,58,-1.0,1
30,58,0.0,1
101,58,1.0,1
101,58,1.0,1
101,58,0.0,1
101,58,0.0,1
134,58,0.0,1
101,58,1.0,1
101,58,0.0,1
101,58,1.0,1
101,58,1.0,1
101,58,1.0,1
52,58,1.0,1
101,58,1.0,1
101,58,1.0,1
101,58,0.0,1
19,58,1.0,1
101,58,0.0,1
159,58,1.0,1
101,58,0.0,1
165,58,0.0,0
101,58,1.0,1
101,58,1.0,1
101,58,1.0,1
165,58,0.0,1
101,58,2.0,0
101,58,0.0,1
191,58,1.0,1
101,58,0.0,1
101,58,1.0,1
101,58,0.0,1
158,58,0.0,1
101,58,1.0,1
101,58,1.0,1
101,58,0.0,1
101,58,1.0,1
158,58,2.0,0
101,58,1.0,1
101,58,0.0,1
97,58,2.0,0
165,58,-1.0,1
165,58,2.0,1
159,58,2.0,0
101,58,1.0,1
30,58,0.0,0
101,58,0.0,1
165,58,1.0,0
154,58,1.0,0
154,58,0.0,1
101,58,0.0,1
165,58,0.0,1
154,58,0.0,1
101,58,0.0,1
101,58,0.0,1
165,58,-1.0,1
165,58,0.0,1
165,58,0.0,1
158,58,1.0,1
101,58,0.0,1
165,58,0.0,1
101,58,0.0,1
101,58,-1.0,1
158,58,-1.0,1
165,58,-1.0,1
165,58,0.0,1
165,58,0.0,1
185,58,1.0,1
185,58,1.0,1
185,58,2.0,0
0,58,2.0,0
165,58,0.0,1
35,58,0.0,1
101,58,1.0,1
165,58,0.0,1
132,58,0.0,1
170,58,1.0,0
48,58,0.0,1
34,58,0.0,1
35,58,0.0,1
132,58,2.0,0
101,58,1.0,1
180,58,0.0,1
3,58,1.0,0
121,58,0.0,1
52,58,0.0,1
132,58,0.0,0
192,58,0.0,1
121,58,0.0,1
165,58,0.0,1
180,58,2.0,0
180,58,1.0,1
180,58,1.0,1
140,58,0.0,1
97,58,2.0,1
239,58,1.0,1
132,58,0.0,1
132,58,0.0,1
132,58,0.0,1
165,58,-1.0,1
34,58,-1.0,1
165,58,1.0,1
132,58,1.0,1
165,58,0.0,1
129,58,0.0,1
47,58,0.0,1
14,58,1.0,1
14,58,0.0,1
30,58,0.0,1
165,58,1.0,1
165,58,0.0,1
3,58,2.0,0
61,58,1.0,1
238,58,2.0,0
165,58,0.0,1
101,58,0.0,1
238,58,1.0,0
34,58,1.0,1
34,58,0.0,1
52,58,1.0,1
170,58,-1.0,1
34,58,-1.0,1
123,58,-1.0,1
123,58,1.0,1
14,58,0.0,1
34,58,0.0,1
123,58,0.0,1
123,58,2.0,0
132,58,0.0,1
165,58,0.0,1
238,58,1.0,0
123,58,1.0,1
123,58,0.0,1
123,58,1.0,1
140,58,0.0,1
140,58,1.0,0
165,58,0.0,1
140,58,0.0,1
140,58,0.0,1
34,58,0.0,1
140,58,0.0,1
140,58,0.0,1
39,58,0.0,1
185,58,1.0,0
170,58,-1.0,1
34,58,0.0,1
30,58,0.0,1
30,58,1.0,1
34,58,1.0,1
3,58,1.0,1
140,58,1.0,1
247,58,1.0,0
19,58,2.0,0
221,58,1.0,1
34,58,-1.0,1
34,58,-1.0,1
34,58,-1.0,1
175,58,1.0,1
175,58,2.0,0
34,58,0.0,1
140,58,1.0,0
34,58,0.0,1
14,58,1.0,1
247,58,1.0,0
170,58,0.0,1
30,58,1.0,1
140,58,1.0,0
221,58,1.0,1
132,58,1.0,1
132,58,1.0,0
247,58,1.0,0
132,58,0.0,1
140,58,0.0,1
30,58,1.0,1
34,58,0.0,1
166,58,2.0,1
247,58,1.0,0
185,58,2.0,1
268,58,1.0,0
268,58,0.0,1
268,58,2.0,0
34,58,0.0,1
271,58,1.0,1
34,58,0.0,1
107,58,1.0,1
34,58,-1.0,1
271,58,0.0,1
140,58,0.0,1
132,58,1.0,0
132,58,1.0,1
132,58,0.0,1
34,58,-1.0,1
