sender_id,receiver_id,value,corrected
132,58,0.0,0
140,58,0.0,1
30,58,0.0,1
170,58,0.0,1
165,58,0.0,1
132,58,0.0,1
165,58,0.0,1
132,58,0.0,1
30,58,1.0,0
192,58,0.0,1
57,58,0.0,1
170,58,0.0,1
123,58,1.0,1
237,58,1.0,1
165,58,1.0,1
123,58,1.0,1
165,58,0.0,1
132,58,1.0,1
132,58,1.0,1
132,58,1.0,1
45,58,0.0,0
34,58,-1.0,1
97,58,1.0,1
123,58,1.0,1
165,58,0.0,1
123,58,0.0,1
123,58,-1.0,1
280,58,2.0,0
221,58,1.0,1
237,58,2.0,1
280,58,2.0,1
101,58,1.0,1
97,58,1.0,1
101,58,1.0,1
226,58,1.0,1
132,58,1.0,0
123,58,2.0,1
132,58,0.0,1
165,58,0.0,1
226,58,1.0,1
267,58,0.0,1
267,58,0.0,1
267,58,0.0,1
30,58,0.0,1
267,58,1.0,1
132,58,0.0,0
132,58,1.0,1
114,58,2.0,1
101,58,1.0,1
192,58,1.0,1
34,58,0.0,1
34,58,-2.0,1
247,58,0.0,0
258,58,1.0,1
237,58,1.0,1
114,58,2.0,1
34,58,1.0,1
34,58,0.0,1
140,58,0.0,1
165,58,2.0,0
63,58,0.0,1
45,58,-1.0,0
237,58,2.0,1
165,58,0.0,1
140,58,0.0,1
132,58,0.0,1
132,58,0.0,1
132,58,0.0,1
247,58,0.0,0
247,58,1.0,0
132,58,1.0,0
132,58,0.0,0
132,58,0.0,0
267,58,1.0,1
120,58,1.0,1
170,58,1.0,1
120,58,2.0,0
247,58,1.0,0
247,58,1.0,0
101,58,2.0,1
120,58,2.0,0
226,58,1.0,1
34,58,-1.0,1
226,58,1.0,1
132,58,1.0,0
132,58,-1.0,1
267,58,0.0,1
267,58,0.0,1
34,58,-1.0,1
132,58,1.0,0
101,58,0.0,1
132,58,1.0,1
247,58,1.0,0
132,58,0.0,1
247,58,1.0,0
45,58,0.0,0
247,58,1.0,0
247,58,1.0,0
247,58,1.0,0
247,58,1.0,0
47,58,2.0,0
247,58,1.0,0
247,58,1.0,0
47,58,1.0,1
34,58,1.0,1
5,58,2.0,0
21,58,1.0,1
5,58,2.0,0
34,58,0.0,1
5,58,2.0,0
5,58,2.0,0
34,58,0.0,1
34,58,0.0,1
34,58,0.0,1
5,58,2.0,1
5,58,1.0,0
174,58,1.0,1
247,58,1.0,0
247,58,1.0,0
247,58,1.0,0
247,58,1.0,0
247,58,1.0,0
247,58,1.0,0
247,58,1.0,0
247,58,1.0,0
247,58,1.0,0
247,58,1.0,0
247,58,1.0,0
247,58,1.0,0
247,58,1.0,0
247,58,1.0,0
247,58,0.0,1
132,58,0.0,1
132,58,1.0,1
47,58,1.0,1
5,58,0.0,1
166,58,0.0,1
5,58,1.0,1
21,58,1.0,1
21,58,0.0,1
21,58,-1.0,0
5,58,1.0,1
34,58,0.0,1
34,58,0.0,1
34,58,-1.0,1
34,58,0.0,1
34,58,-1.0,1
34,58,0.0,1
34,58,0.0,1
34,58,0.0,1
39,58,-2.0,1
174,58,-2.0,1
96,58,0.0,1
166,58,0.0,1
132,58,0.0,1
267,58,0.0,1
45,58,0.0,0
247,58,1.0,1
267,58,0.0,1
294,58,1.0,1
247,58,1.0,1
132,58,0.0,1
132,58,0.0,1
5,58,1.0,1
39,58,-1.0,1
5,58,1.0,1
5,58,1.0,1
247,58,1.0,1
247,58,0.0,1
247,58,0.0,1
5,58,1.0,1
247,58,0.0,1
5,58,1.0,1
247,58,2.0,0
247,58,1.0,1
247,58,0.0,1
267,58,0.0,1
226,58,1.0,1
247,58,2.0,0
97,58,1.0,1
247,58,1.0,1
247,58,1.0,1
247,58,1.0,1
247,58,1.0,1
97,58,2.0,0
5,58,1.0,1
132,58,2.0,0
132,58,1.0,0
57,58,0.0,1
132,58,1.0,0
57,58,1.0,1
96,58,1.0,1
226,58,1.0,1
247,58,1.0,1
247,58,1.0,1
247,58,1.0,1
5,58,1.0,1
226,58,1.0,1
226,58,1.0,1
267,58,1.0,1
174,58,0.0,1
5,58,1.0,1
5,58,1.0,1
57,58,1.0,1
57,58,1.0,1
5,58,1.0,1
34,58,0.0,1
34,58,0.0,1
57,58,1.0,1
5,58,1.0,1
5,58,1.0,1
247,58,2.0,0
247,58,2.0,0
57,58,1.0,1
132,58,1.0,0
132,58,0.0,1
132,58,1.0,1
132,58,0.0,0
132,58,1.0,1
57,58,1.0,1
107,58,0.0,0
5,58,1.0,1
34,58,0.0,1
295,58,-1.0,1
166,58,0.0,1
247,58,1.0,1
57,58,1.0,1
57,58,0.0,1
280,58,2.0,0
132,58,2.0,0
247,58,0.0,1
247,58,0.0,1
247,58,1.0,1
166,58,0.0,1
34,58,-1.0,1
247,58,1.0,1
247,58,0.0,1
247,58,1.0,1
247,58,1.0,1
247,58,-1.0,1
14,58,1.0,1
247,58,2.0,0
14,58,1.0,1
247,58,1.0,1
247,58,2.0,0
247,58,1.0,1
14,58,0.0,1
166,58,0.0,1
107,58,1.0,1
247,58,1.0,1
247,58,1.0,1
57,58,0.0,1
97,58,2.0,0
247,58,1.0,1
247,58,0.0,1
97,58,0.0,1
247,58,1.0,1
247,58,0.0,0
247,58,1.0,1
247,58,1.0,1
247,58,-1.0,1
247,58,1.0,1
57,58,0.0,1
247,58,1.0,1
247,58,0.0,1
34,58,0.0,1
247,58,1.0,1
247,58,0.0,1
247,58,2.0,0
247,58,1.0,1
247,58,0.0,1
247,58,1.0,1
247,58,2.0,0
247,58,1.0,1
247,58,1.0,1
247,58,1.0,1
34,58,0.0,1
57,58,0.0,1
97,58,2.0,0
111,58,-1.0,1
34,58,-1.0,1
132,58,1.0,1
132,58,1.0,0
97,58,1.0,1
97,58,1.0,1
34,58,0.0,1
129,58,0.0,1
107,58,0.0,1
166,58,0.0,1
97,58,2.0,1
247,58,1.0,0
108,58,1.0,1
247,58,1.0,1
132,58,1.0,0
129,58,1.0,1
97,58,1.0,1
111,58,0.0,1
14,58,1.0,1
47,58,2.0,1
129,58,1.0,1
129,58,0.0,1
129,58,0.0,1
97,58,0.0,1
132,58,1.0,1
97,58,2.0,1
97,58,2.0,1
247,58,0.0,1
247,58,2.0,0
247,58,0.0,1
247,58,1.0,1
166,58,-1.0,1
166,58,1.0,1
132,58,1.0,1
226,58,1.0,1
57,58,1.0,1
132,58,1.0,0
166,58,0.0,1
132,58,2.0,0
132,58,0.0,1
97,58,1.0,1
97,58,1.0,1
97,58,1.0,1
97,58,2.0,1
57,58,0.0,1
247,58,1.0,0
247,58,1.0,1
247,58,-1.0,1
132,58,1.0,0
247,58,1.0,1
97,58,1.0,1
132,58,1.0,0
132,58,1.0,0
132,58,2.0,0
132,58,1.0,0
132,58,1.0,0
170,58,0.0,1
132,58,1.0,0
247,58,1.0,1
132,58,1.0,0
132,58,1.0,0
247,58,1.0,1
57,58,0.0,1
3,58,1.0,1
166,58,1.0,1
413,58,1.0,1
132,58,1.0,0
132,58,1.0,0
132,58,1.0,1
132,58,1.0,1
57,58,0.0,1
132,58,2.0,0
132,58,1.0,0
132,58,1.0,0
132,58,2.0,0
132,58,1.0,0
267,58,0.0,0
132,58,2.0,0
132,58,0.0,1
433,58,2.0,1
60,59,1.0,0
34,59,0.0,1
7,59,1.0,1
68,59,1.0,1
57,59,0.0,1
109,59,1.0,1
101,59,0.0,1
101,59,-1.0,1
55,60,1.0,1
14,60,2.0,0
55,60,1.0,0
14,60,1.0,1
33,60,2.0,0
55,60,1.0,0
10,60,0.0,1
34,60,0.0,1
4,60,2.0,0
47,60,0.0,1
57,60,1.0,1
14,60,1.0,1
61,60,1.0,1
14,60,1.0,1
3,60,1.0,1
57,60,1.0,1
51,60,1.0,1
55,60,1.0,0
55,60,1.0,0
63,60,2.0,0
55,60,1.0,1
165,60,-2.0,0
34,61,0.0,1
34,61,0.0,1
33,61,2.0,0
60,61,1.0,0
52,61,1.0,0
53,61,2.0,0
34,61,0.0,1
34,61,1.0,1
47,61,1.0,1
47,61,1.0,1
47,61,1.0,1
60,61,1.0,0
60,61,2.0,0
63,61,1.0,1
53,61,2.0,1
60,61,2.0,0
57,61,0.0,1
60,61,1.0,0
63,61,1.0,1
60,61,2.0,0
60,61,2.0,0
60,61,2.0,0
14,61,1.0,1
64,61,1.0,1
14,61,1.0,1
120,61,1.0,1
55,61,1.0,1
111,61,1.0,1
111,61,1.0,1
4,61,0.0,1
133,61,2.0,0
34,61,0.0,1
63,61,0.0,1
34,61,0.0,1
120,61,2.0,0
34,63,0.0,1
60,63,2.0,0
61,63,1.0,1
14,63,1.0,0
62,63,1.0,1
62,63,1.0,1
34,63,0.0,1
60,64,2.0,1
14,64,2.0,0
61,64,1.0,1
14,64,1.0,1
14,64,1.0,1
14,64,2.0,1
165,65,0.0,1
165,65,0.0,1
172,65,2.0,0
14,66,1.0,1
55,66,0.0,1
125,66,1.0,1
60,66,2.0,0
60,66,2.0,0
14,66,-1.0,1
165,66,-1.0,1
165,66,-1.0,0
165,66,2.0,1
165,66,1.0,1
165,66,-2.0,1
165,66,-2.0,0
165,66,-1.0,0
97,66,2.0,0
165,66,-2.0,1
111,67,1.0,1
63,67,2.0,0
121,67,2.0,0
57,67,2.0,0
60,67,2.0,0
69,67,2.0,0
60,67,2.0,0
60,67,2.0,0
133,67,1.0,1
14,67,2.0,0
21,67,2.0,0
21,67,2.0,0
111,67,1.0,1
133,67,2.0,1
97,67,2.0,0
34,67,2.0,1
34,67,2.0,1
107,67,2.0,1
97,67,2.0,0
174,67,2.0,0
34,67,2.0,1
0,68,2.0,0
84,68,2.0,0
133,69,1.0,1
133,69,0.0,1
67,69,2.0,1
67,69,2.0,1
133,69,2.0,1
60,70,2.0,0
52,70,1.0,0
60,70,1.0,1
60,70,2.0,0
55,70,1.0,0
60,70,2.0,0
60,70,2.0,0
53,70,1.0,1
62,70,1.0,1
62,70,1.0,1
62,70,1.0,1
62,70,1.0,1
62,70,1.0,1
84,70,2.0,0
83,70,2.0,0
62,70,0.0,1
57,70,1.0,1
62,70,0.0,1
101,70,1.0,1
62,70,0.0,1
62,70,1.0,1
4,70,1.0,1
62,70,1.0,1
62,70,1.0,1
62,70,1.0,1
60,70,2.0,0
101,70,1.0,1
107,70,1.0,1
60,71,2.0,0
134,71,1.0,1
63,72,2.0,1
14,73,1.0,1
14,73,2.0,1
4,73,2.0,0
14,73,1.0,1
51,74,0.0,1
51,74,1.0,1
53,74,2.0,0
33,74,0.0,0
33,74,1.0,0
34,74,0.0,1
53,74,2.0,0
62,74,0.0,1
62,74,0.0,1
51,74,1.0,1
55,74,1.0,0
61,74,2.0,1
51,75,1.0,1
132,75,0.0,1
132,76,0.0,0
66,77,-1.0,1
53,77,2.0,0
53,77,0.0,1
66,78,2.0,0
62,78,0.0,1
62,78,0.0,1
32,78,0.0,1
57,78,0.0,1
21,78,1.0,1
5,78,2.0,0
34,79,0.0,1
61,79,2.0,0
51,79,1.0,1
51,79,1.0,1
62,79,0.0,1
62,79,0.0,1
62,79,0.0,1
34,79,0.0,1
62,79,0.0,1
62,79,1.0,1
51,79,1.0,1
62,79,0.0,1
84,80,2.0,1
57,80,1.0,1
60,80,2.0,0
62,80,1.0,1
57,80,1.0,1
87,80,0.0,1
32,81,1.0,1
132,81,1.0,0
84,82,2.0,0
84,83,2.0,0
62,83,0.0,1
62,83,1.0,1
62,83,1.0,1
62,83,1.0,1
84,83,1.0,1
51,83,1.0,1
57,83,1.0,1
79,84,-1.0,1
62,84,-1.0,1
51,84,1.0,1
32,84,0.0,1
51,84,1.0,1
57,84,1.0,1
62,84,0.0,1
33,84,0.0,0
51,84,1.0,1
54,84,1.0,1
57,84,1.0,1
34,84,0.0,1
34,84,-1.0,1
134,84,2.0,0
134,84,2.0,1
165,84,2.0,1
62,86,1.0,1
32,86,1.0,1
57,86,0.0,1
51,88,1.0,1
62,88,0.0,1
83,89,1.0,1
51,89,2.0,1
62,89,0.0,1
34,89,0.0,1
62,89,0.0,1
39,89,2.0,1
30,90,-2.0,0
30,90,1.0,1
34,91,-1.0,1
62,91,0.0,1
109,91,1.0,1
34,91,-1.0,1
12,92,-1.0,1
109,92,2.0,1
34,93,0.0,1
62,93,0.0,1
62,93,0.0,1
57,93,0.0,1
52,93,1.0,0
60,93,2.0,0
60,93,2.0,0
101,93,0.0,1
101,93,0.0,1
14,93,-1.0,1
60,93,2.0,0
101,93,0.0,1
98,93,-1.0,1
101,93,1.0,1
34,93,0.0,1
53,93,2.0,0
103,93,2.0,0
52,93,1.0,1
111,93,0.0,1
34,93,-2.0,1
101,93,1.0,1
134,93,1.0,1
60,94,2.0,0
52,95,0.0,1
62,95,1.0,1
60,96,2.0,0
60,96,2.0,0
34,96,-1.0,1
70,96,0.0,1
62,96,1.0,1
62,96,-1.0,1
62,96,-1.0,1
34,96,-1.0,1
34,96,-2.0,1
25,96,0.0,1
39,96,-1.0,1
52,96,0.0,1
165,96,-1.0,1
165,96,0.0,1
52,96,1.0,0
165,96,2.0,0
34,96,-1.0,1
166,96,0.0,1
34,96,-1.0,1
166,96,-1.0,1
52,96,1.0,1
165,96,0.0,1
34,96,-1.0,1
174,96,0.0,1
34,96,-1.0,1
247,96,0.0,1
34,96,0.0,1
52,97,0.0,1
101,97,2.0,0
170,97,0.0,1
55,98,0.0,1
103,98,1.0,1
60,98,2.0,0
101,98,0.0,1
101,98,2.0,0
101,98,-1.0,1
107,98,2.0,0
57,98,0.0,1
101,98,2.0,0
101,98,1.0,1
109,98,1.0,1
34,98,1.0,1
110,98,2.0,1
114,98,0.0,1
110,98,1.0,1
101,98,1.0,0
52,98,1.0,1
91,98,1.0,1
125,98,1.0,1
109,98,1.0,1
125,98,1.0,1
125,98,1.0,1
125,98,0.0,1
34,98,0.0,0
14,98,1.0,1
34,98,0.0,1
34,98,0.0,1
59,98,0.0,0
109,99,1.0,1
34,99,0.0,1
92,99,0.0,1
92,99,1.0,1
84,99,2.0,1
101,99,0.0,1
34,99,0.0,1
34,99,0.0,1
101,99,0.0,1
101,99,1.0,1
134,99,0.0,1
134,99,1.0,1
134,99,1.0,1
59,99,1.0,0
101,99,0.0,1
25,99,1.0,1
154,99,0.0,1
34,99,-1.0,0
34,100,-1.0,1
3,100,0.0,1
0,101,2.0,0
57,101,0.0,1
60,101,2.0,0
34,101,1.0,1
92,101,2.0,0
107,101,2.0,0
107,101,1.0,1
59,101,1.0,0
111,101,1.0,1
5,101,2.0,0
34,101,1.0,1
34,101,1.0,1
34,101,1.0,1
34,101,1.0,0
34,101,0.0,1
165,101,-1.0,0
159,101,2.0,0
52,102,1.0,1
34,102,1.0,1
52,102,1.0,1
101,102,1.0,1
34,103,1.0,1
34,103,0.0,1
52,103,1.0,1
60,103,2.0,0
34,103,0.0,1
60,103,2.0,0
91,104,2.0,0
34,104,0.0,1
101,104,1.0,1
174,105,-2.0,1
97,105,1.0,1
34,106,0.0,1
34,106,-1.0,1
34,106,1.0,1
19,106,1.0,1
97,106,2.0,1
101,107,1.0,1
60,107,2.0,0
101,107,2.0,1
34,107,0.0,1
101,107,1.0,1
34,107,-1.0,1
57,107,0.0,1
57,107,0.0,1
57,107,0.0,1
101,107,1.0,1
34,107,1.0,1
114,107,1.0,1
101,107,0.0,1
109,107,2.0,0
101,107,0.0,1
57,107,1.0,1
114,107,0.0,1
34,107,0.0,1
101,107,0.0,1
120,107,1.0,1
120,107,1.0,1
101,107,1.0,1
101,107,1.0,1
101,107,1.0,1
165,107,-1.0,0
165,107,1.0,1
158,107,2.0,0
165,107,1.0,1
123,107,2.0,1
97,107,2.0,1
97,107,2.0,1
57,107,1.0,1
91,109,2.0,1
101,109,0.0,1
101,109,1.0,1
107,109,1.0,1
34,109,1.0,1
101,109,1.0,0
107,109,1.0,1
60,109,2.0,0
60,109,2.0,0
101,109,2.0,1
34,109,0.0,1
101,109,1.0,1
34,109,0.0,1
101,109,1.0,1
34,109,-1.0,1
101,109,1.0,1
114,109,2.0,1
114,109,2.0,0
107,109,2.0,0
39,109,1.0,1
117,109,1.0,1
101,109,1.0,1
57,109,1.0,1
113,109,2.0,0
101,109,0.0,1
101,109,0.0,1
101,109,1.0,1
34,109,-1.0,1
120,109,1.0,1
120,109,1.0,1
101,109,0.0,1
101,109,2.0,0
107,109,1.0,1
101,109,1.0,1
14,110,2.0,1
34,110,2.0,1
61,110,2.0,0
70,111,1.0,1
109,111,2.0,1
114,111,2.0,1
34,111,2.0,1
14,111,1.0,1
34,111,1.0,1
0,111,2.0,0
14,111,1.0,1
101,111,2.0,0
165,111,-1.0,1
109,112,0.0,1
34,113,2.0,0
34,113,2.0,0
109,113,0.0,1
109,113,1.0,1
109,113,1.0,1
117,113,2.0,1
57,113,1.0,1
101,113,1.0,1
32,113,1.0,1
34,113,1.0,1
101,113,1.0,1
101,113,1.0,1
107,113,1.0,1
57,113,1.0,1
120,113,1.0,1
34,113,1.0,1
103,113,2.0,0
57,113,1.0,1
44,113,2.0,0
34,113,0.0,1
120,113,2.0,0
101,113,1.0,1
97,113,2.0,1
192,113,1.0,1
165,113,1.0,1
109,114,2.0,1
109,114,2.0,1
109,114,1.0,1
117,114,0.0,1
14,114,1.0,1
111,114,1.0,1
109,114,1.0,1
92,114,2.0,1
92,114,2.0,1
59,114,1.0,0
84,114,2.0,0
107,114,1.0,1
52,114,1.0,1
107,114,1.0,1
101,114,1.0,1
101,116,1.0,1
101,117,1.0,1
101,117,1.0,1
92,117,2.0,1
55,117,2.0,1
107,117,1.0,1
92,118,1.0,1
107,118,1.0,1
34,118,0.0,1
107,118,1.0,1
52,118,1.0,0
66,118,0.0,1
103,118,2.0,0
19,118,2.0,0
34,118,0.0,1
109,118,2.0,1
109,118,2.0,1
165,119,1.0,1
132,119,0.0,0
24,120,0.0,1
24,120,1.0,1
24,120,2.0,0
101,120,1.0,1
34,120,1.0,1
101,120,-1.0,1
101,120,1.0,1
107,120,2.0,0
107,120,2.0,0
101,120,1.0,1
101,120,1.0,1
101,120,1.0,1
101,120,1.0,1
107,120,2.0,0
5,120,2.0,0
101,120,1.0,1
32,120,1.0,1
123,120,1.0,1
34,120,-1.0,1
101,120,1.0,1
52,120,1.0,1
123,120,2.0,0
101,120,1.0,1
123,120,0.0,1
108,120,1.0,1
247,120,2.0,0
345,120,1.0,1
111,121,1.0,1
101,121,0.0,1
5,121,2.0,0
101,121,0.0,1
101,121,1.0,1
165,121,0.0,1
34,121,0.0,1
166,121,0.0,1
247,121,1.0,1
97,121,1.0,1
97,121,2.0,1
91,122,2.0,0
91,122,2.0,0
34,122,1.0,1
159,122,1.0,1
101,122,1.0,1
99,122,2.0,1
101,122,1.0,1
101,122,1.0,1
107,123,1.0,0
34,123,-1.0,1
5,123,2.0,0
34,123,0.0,1
134,123,1.0,1
134,123,1.0,1
134,123,1.0,1
134,123,1.0,1
134,123,1.0,1
170,123,2.0,0
165,123,2.0,0
97,123,2.0,1
107,124,1.0,1
134,124,2.0,0
34,125,2.0,1
101,125,1.0,1
101,125,2.0,0
111,125,1.0,1
34,125,1.0,1
0,126,0.0,1
34,126,-1.0,1
133,126,0.0,1
39,126,-1.0,1
3,126,0.0,1
39,126,-2.0,0
247,126,0.0,1
120,127,2.0,0
123,127,2.0,0
47,127,2.0,0
0,127,1.0,1
14,127,1.0,1
134,127,2.0,0
60,127,2.0,0
134,127,1.0,1
165,127,1.0,0
34,128,0.0,1
34,128,1.0,1
34,128,1.0,1
120,128,2.0,0
44,128,2.0,0
185,129,0.0,1
185,129,1.0,1
185,129,1.0,1
101,129,1.0,1
185,129,0.0,1
154,129,1.0,0
132,129,0.0,0
101,129,1.0,1
14,129,0.0,1
132,129,0.0,1
170,129,1.0,1
210,129,0.0,1
166,129,-1.0,1
170,129,0.0,1
34,129,0.0,1
101,129,1.0,1
34,129,0.0,1
101,129,1.0,1
165,129,-1.0,1
3,129,1.0,1
166,129,0.0,1
170,129,0.0,1
165,129,0.0,1
101,129,0.0,1
34,129,1.0,1
34,129,0.0,1
166,129,2.0,0
170,129,1.0,1
132,129,0.0,0
52,129,1.0,1
52,129,1.0,1
165,129,0.0,1
232,129,0.0,1
165,129,0.0,1
34,129,0.0,1
101,129,1.0,1
34,129,0.0,1
30,129,1.0,1
30,129,0.0,1
101,129,0.0,1
101,129,2.0,0
132,129,1.0,1
166,129,1.0,1
172,129,1.0,0
47,129,1.0,1
235,129,1.0,1
140,129,1.0,1
165,129,0.0,1
30,129,0.0,1
101,129,0.0,1
166,129,1.0,1
101,129,0.0,1
30,129,1.0,1
121,129,0.0,1
30,129,0.0,0
247,129,1.0,0
30,129,-1.0,1
34,129,0.0,1
165,129,0.0,1
166,129,0.0,1
132,129,1.0,0
247,129,2.0,1
247,129,1.0,1
107,129,0.0,1
247,129,0.0,1
134,130,0.0,1
123,130,0.0,1
134,130,0.0,1
134,130,0.0,1
134,130,0.0,1
134,130,-1.0,1
135,130,2.0,1
135,130,2.0,1
135,130,1.0,1
34,130,-1.0,1
133,130,-1.0,1
134,130,0.0,1
34,130,-2.0,0
39,130,-2.0,0
158,130,0.0,1
3,130,0.0,1
155,130,1.0,1
158,130,1.0,1
97,130,0.0,1
165,130,-1.0,0
170,132,0.0,0
154,132,1.0,0
154,132,1.0,0
165,132,0.0,1
165,132,0.0,1
165,132,2.0,0
165,132,1.0,1
221,132,1.0,1
165,132,1.0,1
140,132,0.0,1
165,132,2.0,1
165,132,1.0,1
237,132,2.0,1
214,132,1.0,1
247,132,2.0,0
247,132,2.0,0
247,132,2.0,0
221,132,0.0,1
134,133,0.0,1
134,133,0.0,1
134,133,2.0,0
134,133,2.0,0
14,133,1.0,1
134,133,2.0,0
134,133,-1.0,1
124,133,1.0,1
34,133,0.0,1
106,133,2.0,0
111,133,1.0,1
14,133,1.0,1
101,133,0.0,1
14,133,1.0,1
34,133,0.0,1
34,133,0.0,1
34,133,0.0,1
101,133,1.0,1
101,133,1.0,1
14,133,1.0,1
153,133,2.0,0
25,133,2.0,0
155,133,2.0,0
153,133,2.0,0
99,133,1.0,1
25,133,2.0,0
14,133,1.0,1
25,133,1.0,0
97,133,2.0,0
101,133,1.0,1
160,133,2.0,1
154,133,0.0,1
154,133,1.0,1
158,133,2.0,0
154,133,1.0,1
134,133,2.0,0
154,133,0.0,1
154,133,-1.0,1
182,133,1.0,0
165,133,-1.0,0
134,133,0.0,1
134,133,1.0,1
165,133,-1.0,1
154,133,1.0,0
154,133,0.0,1
154,133,0.0,1
165,133,1.0,1
165,133,-1.0,1
101,133,1.0,1
170,133,2.0,1
172,133,2.0,0
47,133,1.0,1
115,133,1.0,1
132,133,0.0,1
132,133,0.0,0
34,133,0.0,1
185,133,2.0,0
235,133,1.0,1
34,133,-1.0,1
165,133,0.0,1
30,133,1.0,0
247,133,1.0,0
128,133,2.0,1
165,133,0.0,1
159,133,2.0,0
214,133,0.0,1
47,133,0.0,1
214,133,0.0,1
214,133,1.0,1
247,133,1.0,0
5,134,2.0,0
128,134,1.0,1
114,134,0.0,1
59,134,1.0,0
59,134,1.0,0
59,134,1.0,0
60,134,2.0,0
14,134,1.0,1
34,134,0.0,1
133,134,0.0,1
133,134,2.0,0
52,134,2.0,0
84,134,2.0,0
133,134,0.0,1
84,134,2.0,1
34,134,1.0,1
25,134,1.0,0
34,134,1.0,1
150,134,1.0,1
59,134,1.0,0
150,134,0.0,1
14,134,1.0,1
14,134,-1.0,1
133,134,0.0,1
60,134,2.0,0
154,134,1.0,1
133,134,1.0,1
97,134,1.0,1
62,134,0.0,1
165,134,0.0,0
165,134,-1.0,0
164,134,1.0,0
131,134,1.0,1
168,134,-1.0,0
97,134,1.0,1
154,134,2.0,0
25,134,2.0,0
169,134,1.0,0
25,134,2.0,1
154,134,1.0,1
154,134,1.0,1
165,134,0.0,0
144,134,-1.0,1
172,134,1.0,1
101,134,0.0,1
172,134,1.0,1
19,134,2.0,0
170,134,-1.0,1
154,134,0.0,1
172,134,2.0,0
101,134,0.0,0
172,134,2.0,0
165,134,-1.0,0
170,134,-1.0,1
182,134,1.0,1
170,134,1.0,0
172,134,1.0,1
165,134,-1.0,0
34,134,0.0,1
170,134,-1.0,1
51,134,1.0,0
169,134,0.0,1
34,134,0.0,1
34,134,0.0,1
172,134,1.0,1
172,134,1.0,1
34,134,1.0,1
159,134,1.0,1
123,134,2.0,1
185,134,2.0,0
101,134,0.0,1
154,134,2.0,0
170,134,1.0,1
132,134,0.0,0
165,134,2.0,0
132,134,1.0,0
52,134,2.0,0
101,134,1.0,1
165,134,0.0,1
165,134,0.0,0
170,134,1.0,1
154,134,1.0,1
165,134,0.0,1
34,134,0.0,1
34,134,0.0,1
34,134,0.0,1
132,134,0.0,0
129,134,0.0,1
101,134,0.0,1
158,134,2.0,0
14,135,0.0,1
34,135,-1.0,1
267,136,1.0,1
247,137,1.0,1
247,137,1.0,1
34,137,2.0,0
174,137,2.0,0
57,137,1.0,1
14,138,0.0,1
111,138,2.0,0
101,138,1.0,1
34,138,0.0,1
14,138,2.0,0
14,138,1.0,1
154,138,-1.0,1
34,139,1.0,1
107,139,1.0,1
34,139,0.0,1
0,140,2.0,0
133,140,0.0,1
101,140,1.0,1
192,140,2.0,0
123,140,2.0,0
170,140,0.0,1
34,140,0.0,1
30,140,2.0,0
258,140,2.0,0
132,140,0.0,1
165,140,2.0,1
34,140,0.0,1
97,140,2.0,1
170,140,1.0,1
226,141,1.0,1
133,142,-1.0,1
247,142,1.0,0
247,142,0.0,1
247,142,-1.0,1
165,143,0.0,1
59,144,1.0,0
101,144,1.0,1
101,144,1.0,1
123,144,2.0,0
3,144,1.0,1
97,144,2.0,1
97,144,2.0,0
97,144,2.0,0
14,144,0.0,1
133,144,0.0,1
133,144,0.0,1
134,144,-1.0,1
165,144,-1.0,0
34,144,0.0,1
165,144,-1.0,0
123,144,0.0,1
191,144,-1.0,1
165,144,-1.0,1
165,144,0.0,1
154,144,1.0,0
14,144,0.0,1
111,145,2.0,0
101,145,1.0,1
60,145,2.0,0
25,145,1.0,1
101,145,1.0,1
154,145,1.0,0
59,146,1.0,0
153,147,2.0,1
247,147,1.0,0
247,147,1.0,0
153,147,2.0,1
34,147,-1.0,1
97,148,1.0,1
3,149,2.0,1
170,149,0.0,1
180,149,0.0,1
34,149,-1.0,1
34,149,-1.0,1
34,149,0.0,1
101,149,1.0,1
238,149,2.0,0
61,149,2.0,0
61,149,1.0,1
61,149,1.0,1
34,149,0.0,1
175,149,1.0,1
165,149,0.0,1
34,150,-1.0,1
101,150,0.0,1
59,150,1.0,0
155,150,1.0,0
247,151,1.0,0
34,151,0.0,1
247,152,1.0,0
226,152,1.0,1
47,152,1.0,1
247,152,1.0,0
99,153,1.0,1
99,153,2.0,0
14,153,1.0,1
99,153,2.0,1
14,153,1.0,1
150,153,2.0,0
25,153,2.0,0
60,153,2.0,0
158,153,1.0,0
133,153,-1.0,1
34,153,0.0,1
158,153,2.0,0
154,153,0.0,1
165,153,0.0,1
101,153,1.0,1
154,153,2.0,0
138,153,1.0,1
158,153,1.0,0
133,154,-1.0,1
158,154,2.0,0
101,154,0.0,1
158,154,2.0,0
158,154,1.0,1
3,154,1.0,0
158,154,2.0,0
158,154,1.0,0
101,154,1.0,1
121,154,1.0,0
62,154,-1.0,1
101,154,1.0,1
39,154,1.0,1
101,154,1.0,1
122,154,1.0,1
165,154,-2.0,0
165,154,0.0,0
165,154,0.0,0
165,154,-1.0,0
182,154,2.0,0
62,154,0.0,1
62,154,-1.0,1
34,154,0.0,1
34,154,0.0,1
165,154,0.0,0
170,154,1.0,0
170,154,0.0,1
158,154,2.0,0
185,154,2.0,0
133,154,-1.0,1
158,154,2.0,0
52,154,2.0,0
165,154,2.0,0
165,154,0.0,0
101,154,1.0,1
101,154,2.0,0
101,154,1.0,1
